,Unnamed: 0,Unnamed: 0.1,anime_id,name,genre,type,episodes,rating,Length,TweetCnt,NewRating
920,893,893,246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45,normal,1.0,7.4501
921,894,894,6574,Hanamaru Youchien,"Comedy, Seinen, Slice of Life",TV,12,7.45,short,2.0,7.4502
922,895,895,5150,Hatsukoi Limited,"Comedy, Romance, School, Shounen",TV,12,7.45,short,1.0,7.4501
923,896,896,714,High School! Kimengumi,"Comedy, Parody, Romance, School, Shounen",TV,86,7.45,normal,1.0,7.4501
924,897,897,13261,Inazuma Eleven Go: Chrono Stone,"Shounen, Sports, Super Power",TV,51,7.45,normal,0.0,7.45
925,898,898,519,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen",TV,26,7.45,short,1.0,7.4501
926,899,899,330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,short,6.0,7.4506
927,907,907,5832,Tiger Mask Nisei,"Action, Drama, Sports",TV,33,7.45,normal,2.0,7.4502
928,900,900,6712,Natsu no Arashi! Akinaichuu,"Comedy, Romance, Supernatural",TV,13,7.45,short,0.0,7.45
929,901,901,168,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,26,7.45,short,4.0,7.4504
930,902,902,573,Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",TV,25,7.45,short,28.0,7.4528
931,892,892,15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,7.45,short,3.0,7.4503
932,903,903,5034,Shikabane Hime: Kuro,"Action, Horror",TV,12,7.45,short,0.0,7.45
933,908,908,15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45,short,13.0,7.4513
934,909,909,764,Zoids Shinseiki/Zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",TV,26,7.45,short,4.0,7.4504
935,920,920,17080,Soukyuu no Fafner: Dead Aggressor - Exodus,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.44,short,1.0,7.4401
936,910,910,20787,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,7.44,short,121.0,7.4521
937,911,911,1450,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44,short,0.0,7.44
938,912,912,10163,C: The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller",TV,11,7.44,short,3.0,7.4403
939,913,913,1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44,short,5.0,7.4405
940,914,914,653,Galaxy Angel 3,"Comedy, Sci-Fi",TV,26,7.44,short,0.0,7.44
941,915,915,14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,short,6.0,7.4406
942,916,916,3655,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,7.44,short,48.0,7.4448
943,917,917,6030,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,short,2082.0,7.6482
944,918,918,238,Rekka no Honoo,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,7.44,normal,1.0,7.4401
945,919,919,18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",TV,13,7.44,short,1.0,7.4401
946,921,921,18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,short,34.0,7.4434
947,922,922,13333,Tari Tari,"Music, School, Slice of Life",TV,13,7.44,short,47.0,7.4447
948,923,923,27,Trinity Blood,"Action, Supernatural, Vampire",TV,24,7.44,short,42.0,7.4442
949,931,931,1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",TV,26,7.43,short,10.0,7.431
950,934,934,527,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids",TV,276,7.43,long,3105.0,7.7405
951,3198,3198,19325,Kwaegeol Longman Narongi,"Adventure, Kids",TV,52,7.43,normal,0.0,7.43
952,924,924,22433,Break Blade,"Action, Fantasy, Mecha, Military, Shounen",TV,12,7.43,short,15.0,7.4315
953,925,925,485,Damekko Doubutsu,Comedy,TV,26,7.43,short,0.0,7.43
954,932,932,13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",TV,13,7.43,short,13.0,7.4313
955,926,926,3568,Ganbarist! Shun,"Comedy, Shounen, Sports",TV,30,7.43,normal,0.0,7.43
956,927,927,15699,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi",TV,12,7.43,short,2.0,7.4302
957,928,928,18295,Kakumeiki Valvrave 2nd Season,"Action, Mecha, Space",TV,12,7.43,short,1.0,7.4301
958,929,929,3958,Kannagi,"Comedy, School, Shounen, Supernatural",TV,13,7.43,short,132.0,7.4432
959,933,933,161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43,short,57.0,7.4357
960,930,930,845,Kiba,"Adventure, Fantasy, Shounen",TV,51,7.43,normal,863.0,7.5163
961,935,935,13599,Robotics Notes,"Drama, Mystery, School, Sci-Fi",TV,22,7.43,short,5.0,7.4305
962,936,936,32175,Shounen Maid,"Comedy, Shoujo, Slice of Life",TV,12,7.43,short,3.0,7.4303
963,937,937,6381,Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.43,short,3.0,7.4303
964,938,938,4663,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen",TV,20,7.43,short,0.0,7.43
965,939,939,2113,Tenkuu Senki Shurato,"Action, Fantasy, Magic, Shounen",TV,38,7.43,normal,0.0,7.43
966,940,940,3036,Tobe! Isami,"Action, Adventure, Comedy, Romance, Shounen",TV,50,7.43,normal,0.0,7.43
967,941,941,25157,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",TV,12,7.43,short,143.0,7.4443
968,942,942,7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43,short,1.0,7.4301
969,952,952,5141,Taishou Yakyuu Musume.,"Comedy, Historical, School, Seinen, Sports",TV,12,7.42,short,0.0,7.42
970,947,947,22817,Kindaichi Shounen no Jikenbo Returns,"Mystery, Shounen",TV,25,7.42,short,0.0,7.42
971,951,951,15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,"Action, Game, Mystery, Shounen",TV,25,7.42,short,0.0,7.42
972,950,950,12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,"Action, Game, Mystery, Shounen",TV,25,7.42,short,0.0,7.42
973,949,949,738,MÄR,"Action, Adventure, Comedy, Fantasy, Shounen",TV,102,7.42,long,90.0,7.429
974,948,948,335,Matantei Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,26,7.42,short,2.0,7.4202
975,943,943,10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen",TV,24,7.42,short,0.0,7.42
976,946,946,3859,Himitsu: The Revelation,"Mystery, Police, Psychological, Sci-Fi, Shoujo",TV,26,7.42,short,0.0,7.42
977,945,945,21681,Hanayamata,"Comedy, School, Seinen, Slice of Life",TV,12,7.42,short,21.0,7.4221
978,944,944,332,Dokidoki Densetsu: Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,38,7.42,normal,0.0,7.42
979,953,953,2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School",TV,12,7.42,short,1.0,7.4201
980,962,962,953,Jyu Oh Sei,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",TV,11,7.41,short,4.0,7.4104
981,961,961,1410,IGPX: Immortal Grand Prix (2005) 2nd Season,"Mecha, Sci-Fi, Shounen, Sports",TV,13,7.41,short,0.0,7.41
982,971,971,22273,Selector Infected WIXOSS,"Game, Psychological",TV,12,7.41,short,1.0,7.4101
983,970,970,2744,Potemayo,"Comedy, School, Seinen",TV,12,7.41,short,2.0,7.4102
984,963,963,147,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life",TV,14,7.41,short,4.0,7.4104
985,964,964,16732,Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12,7.41,short,26.0,7.4126
986,965,965,7761,Masuda Kousuke Gekijou Gag Manga Biyori +,Comedy,TV,12,7.41,short,0.0,7.41
987,966,966,3225,Minami-ke Okawari,"Comedy, School, Slice of Life",TV,13,7.41,short,0.0,7.41
988,960,960,27829,Heavy Object,"Action, Mecha, Military, Sci-Fi",TV,24,7.41,short,23.0,7.4123
989,968,968,272,Noir,"Action, Drama, Mystery",TV,26,7.41,short,786.0,7.4886
990,969,969,326,Petshop of Horrors,"Horror, Josei, Mystery, Supernatural",TV,4,7.41,short,30.0,7.413
991,967,967,2926,Myself  Yourself,"Drama, Romance, School",TV,13,7.41,short,0.0,7.41
992,972,972,5226,Souten Kouro,"Action, Adventure, Historical",TV,26,7.41,short,3.0,7.4103
993,959,959,20689,Hamatora The Animation,"Comedy, Mystery, Super Power",TV,12,7.41,short,5.0,7.4105
994,958,958,287,Grappler Baki (TV),"Shounen, Sports",TV,24,7.41,short,0.0,7.41
995,957,957,12875,Ginga e Kickoff!!,"Shounen, Sports",TV,39,7.41,normal,1.0,7.4101
996,956,956,3549,Allison to Lillia,"Action, Adventure, Shounen",TV,26,7.41,short,2.0,7.4102
997,955,955,1292,Afro Samurai,"Action, Adventure, Samurai",TV,5,7.41,short,259.0,7.4359
998,954,954,5525,07-Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",TV,25,7.41,short,46.0,7.4146
999,3218,3218,26087,Mama Ohanashi Kikasete,"Fantasy, Kids",TV,15,7.4,short,0.0,7.4
1000,3121,3121,9950,Hulu Xiongdi,"Action, Super Power",TV,13,7.4,short,0.0,7.4
1001,978,978,1196,Masuda Kousuke Gekijou Gag Manga Biyori,"Comedy, Parody",TV,12,7.4,short,0.0,7.4
1002,984,984,944,The Third: Aoi Hitomi no Shoujo,"Action, Adventure, Sci-Fi, Seinen",TV,24,7.4,short,0.0,7.4
1003,979,979,4062,Musashi no Ken,"Shounen, Sports",TV,72,7.4,normal,0.0,7.4
1004,986,986,935,Witchblade,"Action, Sci-Fi, Super Power",TV,24,7.4,short,113.0,7.4113
1005,985,985,3457,Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,7.4,short,296.0,7.4296
1006,983,983,4063,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,7.4,short,67.0,7.4067
1007,982,982,4114,Onegai My Melody: Kuru Kuru Shuffle!,"Comedy, Fantasy, Magic",TV,52,7.4,normal,0.0,7.4
1008,980,980,5597,Natsu no Arashi!,"Comedy, Romance, Supernatural",TV,13,7.4,short,0.0,7.4
1009,981,981,12467,Nazo no Kanojo X,"Ecchi, Romance, School, Seinen",TV,13,7.4,short,10.0,7.401
1010,977,977,99,Mai-Otome,"Comedy, Drama, Fantasy, Magic",TV,26,7.4,short,1.0,7.4001
1011,976,976,4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,"Drama, Magic, Shounen, Slice of Life",TV,12,7.4,short,0.0,7.4
1012,975,975,940,Inukami!,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,26,7.4,short,2.0,7.4002
1013,974,974,15611,Cardfight!! Vanguard: Link Joker-hen,"Action, Adventure, Demons, Game, Shounen",TV,59,7.4,normal,0.0,7.4
1014,973,973,5356,Canaan,"Action, Seinen",TV,13,7.4,short,2717.0,7.6717
1015,990,990,27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,"Action, Comedy, Fantasy, Magic, Slice of Life",TV,10,7.39,short,2.0,7.3902
1016,995,995,28623,Koutetsujou no Kabaneri,"Action, Drama, Fantasy, Horror",TV,12,7.39,short,54.0,7.3954
1017,994,994,6980,Kaidan Restaurant,"Horror, Kids, Mystery, Supernatural",TV,23,7.39,short,0.0,7.39
1018,993,993,3335,Haikara-san ga Tooru,"Drama, Historical, Romance, Shoujo, Slice of Life",TV,42,7.39,normal,5.0,7.3905
1019,991,991,386,H2,"Comedy, Romance, Shounen, Sports",TV,41,7.39,normal,1765.0,7.5665
1020,998,998,6512,Nyan Koi!,"Comedy, Harem, Romance",TV,12,7.39,short,1.0,7.3901
1021,989,989,4726,Druaga no Tou: The Sword of Uruk,"Adventure, Fantasy",TV,12,7.39,short,0.0,7.39
1022,988,988,3006,Atashin'chi,"Comedy, Slice of Life",TV,330,7.39,long,0.0,7.39
1023,987,987,92,After War Gundam X,"Adventure, Drama, Mecha, Sci-Fi, Space",TV,39,7.39,normal,5.0,7.3905
1024,997,997,30307,Monster Musume no Iru Nichijou,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",TV,12,7.39,short,25.0,7.3925
1025,996,996,17247,Machine-Doll wa Kizutsukanai,"Action, Ecchi, Fantasy, School, Seinen",TV,12,7.39,short,1.0,7.3901
1026,992,992,1663,Haha wo Tazunete Sanzenri,"Adventure, Drama, Historical, Slice of Life",TV,52,7.39,normal,1.0,7.3901
1027,1000,1000,1231,Saber Marionette J to X,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",TV,26,7.39,short,8.0,7.3908
1028,999,999,2486,Rumiko Takahashi Anthology,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",TV,13,7.39,short,0.0,7.39
1029,1003,1003,11697,Area no Kishi,"Comedy, School, Shounen, Sports",TV,37,7.38,normal,7.0,7.3807
1030,1013,1013,7769,Ookami-san to Shichinin no Nakama-tachi,"Comedy, Parody, Romance",TV,12,7.38,short,5.0,7.3805
1031,1004,1004,104,Ayashi no Ceres,"Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural",TV,24,7.38,short,6.0,7.3806
1032,1005,1005,5675,Basquash!,"Ecchi, Mecha, Shounen, Sports",TV,26,7.38,short,6.0,7.3806
1033,1006,1006,1858,Gakuen Utopia Manabi Straight!,"Comedy, School, Slice of Life",TV,12,7.38,short,4.0,7.3804
1034,1007,1007,411,Gun x Sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26,7.38,short,20.0,7.382
1035,1008,1008,14645,Hiiro no Kakera Dai Ni Shou,"Fantasy, Romance, Shoujo, Supernatural",TV,13,7.38,short,1.0,7.3801
1036,1009,1009,9013,Kuruneko Season 2,"Comedy, Slice of Life",TV,49,7.38,normal,0.0,7.38
1037,1010,1010,1374,Kyoushoku Soukou Guyver (2005),"Adventure, Sci-Fi, Shounen",TV,26,7.38,short,1.0,7.3801
1038,1011,1011,3345,Mikan Enikki,"Comedy, Romance, Shoujo, Slice of Life",TV,30,7.38,normal,1.0,7.3801
1039,1012,1012,2152,Oh! Edo Rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",TV,26,7.38,short,3.0,7.3803
1040,1014,1014,4618,RideBack,"Action, Drama, Mecha, School, Sci-Fi",TV,12,7.38,short,2.0,7.3802
1041,1015,1015,10884,Saki Achiga-hen: Episode of Side-A,"Game, School, Slice of Life",TV,12,7.38,short,1.0,7.3801
1042,1016,1016,4581,Shikabane Hime: Aka,"Action, Horror, Martial Arts",TV,13,7.38,short,4.0,7.3804
1043,1017,1017,152,Solty Rei,"Action, Sci-Fi, Super Power",TV,24,7.38,short,5.0,7.3805
1044,1018,1018,75,Soukyuu no Fafner: Dead Aggressor,"Action, Drama, Mecha, Military, Sci-Fi",TV,25,7.38,short,4.0,7.3804
1045,1019,1019,341,Spiral: Suiri no Kizuna,"Drama, Mystery, Shounen",TV,25,7.38,short,0.0,7.38
1046,1020,1020,30344,The iDOLM@STER Cinderella Girls 2nd Season,"Comedy, Drama, Music",TV,12,7.38,short,0.0,7.38
1047,1021,1021,3009,Tiger Mask,"Action, Drama, Shounen, Sports",TV,105,7.38,long,97.0,7.3897
1048,1022,1022,712,Zoids Genesis,"Action, Adventure, Comedy, Mecha, Military",TV,50,7.38,normal,7.0,7.3807
1049,1001,1001,306,Abenobashi Mahou☆Shoutengai,"Comedy, Ecchi, Fantasy, Parody",TV,13,7.38,short,1.0,7.3801
1050,1002,1002,282,Angel Heart,"Action, Drama, Mystery, Romance, Seinen",TV,50,7.38,normal,266.0,7.4066
1051,1032,1032,8934,Star Driver: Kagayaki no Takuto,"Action, Mecha, Romance, Shounen",TV,25,7.37,short,2.0,7.3702
1052,1031,1031,1965,Sola,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.37,short,202.0,7.3902
1053,1023,1023,1674,Captain Tsubasa J,"Action, Shounen, Sports",TV,47,7.37,normal,12.0,7.3712
1054,1024,1024,2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,"Adventure, Comedy, Drama, Fantasy, Kids",TV,52,7.37,normal,0.0,7.37
1055,1025,1025,3627,D.C.II S.S.: Da Capo II Second Season,"Comedy, Drama, Fantasy, Harem, Romance",TV,13,7.37,short,0.0,7.37
1056,1026,1026,1313,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50,7.37,normal,11.0,7.3711
1057,1027,1027,655,Galaxy Angel 4,"Comedy, Sci-Fi",TV,13,7.37,short,0.0,7.37
1058,1028,1028,22013,Ghost in the Shell: Nyuumon Arise,Comedy,TV,26,7.37,short,0.0,7.37
1059,1029,1029,21863,Mangaka-san to Assistant-san to The Animation,"Comedy, Ecchi, Harem, Seinen, Slice of Life",TV,12,7.37,short,1.0,7.3701
1060,1030,1030,4028,Slayers Revolution,"Adventure, Comedy, Fantasy",TV,13,7.37,short,6.0,7.3706
1061,1033,1033,10321,Uta no☆Prince-sama♪ Maji Love 1000%,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.37,short,0.0,7.37
1062,1034,1034,31178,Uta no☆Prince-sama♪ Maji Love Legend Star,"Comedy, Harem, Music, Romance, Shoujo",TV,13,7.37,short,0.0,7.37
1063,1048,1048,9893,Suite Precure♪,"Action, Fantasy, Magic, Shoujo",TV,48,7.36,normal,0.0,7.36
1064,1044,1044,4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy,TV,12,7.36,short,0.0,7.36
1065,1045,1045,8424,MM!,"Comedy, Ecchi, Harem, School",TV,12,7.36,short,4.0,7.3604
1066,1047,1047,13585,Natsuyuki Rendezvous,"Drama, Josei, Romance, Supernatural",TV,11,7.36,short,39.0,7.3639
1067,1046,1046,94,Mobile Suit Gundam Seed Destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.36,normal,3.0,7.3603
1068,1049,1049,6758,Tatakau Shisho: The Book of Bantorra,"Action, Fantasy, Seinen, Super Power",TV,27,7.36,normal,0.0,7.36
1069,1050,1050,7,Witch Hunter Robin,"Action, Drama, Magic, Mystery, Police, Supernatural",TV,26,7.36,short,27.0,7.3627
1070,1042,1042,3577,Kyouran Kazoku Nikki,"Comedy, Sci-Fi",TV,26,7.36,short,2.0,7.3602
1071,1043,1043,1013,Le Chevalier D'Eon,"Historical, Magic, Mystery, Seinen, Supernatural",TV,24,7.36,short,6.0,7.3606
1072,1036,1036,2383,Cybersix,"Action, Adventure, Romance, Sci-Fi",TV,13,7.36,short,43.0,7.3643
1073,1041,1041,15379,Kotoura-san,"Comedy, Drama, Romance, School",TV,12,7.36,short,19.0,7.3619
1074,1040,1040,16035,Karneval (TV),"Action, Fantasy, Mystery, Sci-Fi, Shoujo",TV,13,7.36,short,0.0,7.36
1075,1039,1039,14765,Ixion Saga DT,"Action, Comedy, Fantasy",TV,25,7.36,short,1.0,7.3601
1076,1038,1038,17917,Danball Senki Wars,"Action, Kids, Mecha",TV,37,7.36,normal,2.0,7.3602
1077,1037,1037,1678,Cyborg 009: The Cyborg Soldier,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.36,normal,0.0,7.36
1078,1053,1053,31163,Dimension W,"Action, Sci-Fi, Seinen",TV,12,7.36,short,74.0,7.3674
1079,1035,1035,12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,13,7.36,short,0.0,7.36
1080,3304,3304,9070,Oden-kun,Comedy,TV,156,7.36,long,0.0,7.36
1081,3162,3162,7479,Karate Baka Ichidai,"Historical, Martial Arts, Sports",TV,47,7.35,normal,0.0,7.35
1082,1051,1051,2116,Captain Tsubasa,"Action, Shounen, Sports",TV,128,7.35,long,473.0,7.3973
1083,1052,1052,61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.35,short,25.0,7.3525
1084,1055,1055,2484,Gear Fighter Dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,normal,1.0,7.3501
1085,1062,1062,3467,Nogizaka Haruka no Himitsu,"Comedy, Romance",TV,12,7.35,short,6.0,7.3506
1086,1054,1054,3230,Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy",TV,12,7.35,short,0.0,7.35
1087,1068,1068,16417,Tamako Market,"Comedy, Slice of Life",TV,12,7.35,short,60.0,7.356
1088,1069,1069,30901,Utawarerumono: Itsuwari no Kamen,"Action, Drama, Fantasy",TV,25,7.35,short,4.0,7.3504
1089,1065,1065,9241,Super Robot Taisen OG: The Inspector,"Action, Mecha, Sci-Fi, Space",TV,26,7.35,short,0.0,7.35
1090,1064,1064,28621,Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi",TV,11,7.35,short,1.0,7.3501
1091,1063,1063,195,Onegai☆Teacher,"Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,short,1.0,7.3501
1092,1061,1061,32245,Kuromukuro,"Action, Mecha, Sci-Fi",TV,26,7.35,short,15.0,7.3515
1093,1066,1066,390,Suzuka,"Drama, Romance, Sports",TV,26,7.35,short,329.0,7.3829
1094,1060,1060,1516,Kirarin☆Revolution,"Comedy, Drama, Romance, Shoujo",TV,153,7.35,long,1.0,7.3501
1095,1059,1059,3272,Kinnikuman,"Adventure, Comedy, Shounen, Sports",TV,137,7.35,long,107.0,7.3607
1096,1058,1058,3229,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance",TV,13,7.35,short,0.0,7.35
1097,1057,1057,2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure, Drama, Historical, Slice of Life",TV,50,7.35,normal,0.0,7.35
1098,1056,1056,3418,Jungle no Ouja Taa-chan,"Action, Comedy, Parody",TV,50,7.35,normal,0.0,7.35
1099,1067,1067,21881,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",TV,24,7.35,short,39.0,7.3539
1100,1083,1083,2361,Sei Juushi Bismarck,"Action, Mecha, Sci-Fi, Space",TV,51,7.34,normal,1.0,7.3401
1101,1085,1085,3455,To LOVE-Ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",TV,26,7.34,short,18.0,7.3418
1102,1070,1070,8915,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",TV,12,7.34,short,7.0,7.3407
1103,1071,1071,2803,Densetsu no Yuusha Da Garn,"Mecha, Sci-Fi, Shounen",TV,46,7.34,normal,0.0,7.34
1104,1072,1072,1126,Figure 17: Tsubasa & Hikaru,"Sci-Fi, Slice of Life",TV,13,7.34,short,0.0,7.34
1105,1073,1073,1524,Fuujin Monogatari,"Drama, Fantasy, School, Slice of Life, Supernatural",TV,13,7.34,short,1.0,7.3401
1106,1074,1074,5658,Great Mazinger,"Action, Mecha, Sci-Fi, Shounen",TV,56,7.34,normal,38.0,7.3438
1107,1075,1075,958,HeatGuy J,"Action, Adventure, Mecha, Police, Sci-Fi",TV,25,7.34,short,0.0,7.34
1108,1076,1076,4550,Hyakko,"Comedy, School, Slice of Life",TV,13,7.34,short,3.0,7.3403
1109,1082,1082,107,Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,7.34,short,0.0,7.34
1110,1081,1081,2736,Mojakou,"Comedy, Fantasy, Sci-Fi",TV,74,7.34,normal,0.0,7.34
1111,1077,1077,25159,Inou-Battle wa Nichijou-kei no Naka de,"Comedy, Romance, School, Slice of Life, Supernatural",TV,12,7.34,short,2.0,7.3402
1112,1080,1080,18391,Mini Van,"Comedy, Game, Parody, Slice of Life",TV,37,7.34,normal,150.0,7.355
1113,1078,1078,634,Koi Kaze,"Drama, Psychological, Romance, Seinen",TV,13,7.34,short,0.0,7.34
1114,1084,1084,173,Tactics,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",TV,25,7.34,short,1157.0,7.4557
1115,1079,1079,28013,Macross Δ,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,26,7.34,short,10.0,7.341
1116,1086,1086,4896,Umineko no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural",TV,26,7.34,short,23.0,7.3423
1117,1091,1091,4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",TV,13,7.33,short,2.0,7.3302
1118,1099,1099,180,Vandread,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.33,short,38.0,7.3338
1119,3538,3538,30116,Yancharu Moncha,Kids,TV,80,7.33,normal,0.0,7.33
1120,1097,1097,12191,Smile Precure!,"Action, Fantasy, Magic, Shoujo",TV,48,7.33,normal,4.0,7.3304
1121,1096,1096,5504,Shinkyoku Soukai Polyphonica Crimson S,"Drama, Fantasy, Music, Romance, School",TV,12,7.33,short,0.0,7.33
1122,1095,1095,100,Shin Shirayuki-hime Densetsu Prétear,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,13,7.33,short,0.0,7.33
1123,1094,1094,21561,Ryuugajou Nanana no Maizoukin (TV),"Comedy, Supernatural",TV,11,7.33,short,0.0,7.33
1124,1093,1093,22865,Rokujouma no Shinryakusha!? (TV),"Comedy, Harem, Romance, School, Supernatural",TV,12,7.33,short,0.0,7.33
1125,1092,1092,1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"Drama, Romance, Sports",TV,26,7.33,short,0.0,7.33
1126,3391,3391,21483,Sanchoume no Yuuhi,"Comedy, Slice of Life",TV,27,7.33,normal,0.0,7.33
1127,1098,1098,1652,Uchuu Senkan Yamato III,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,25,7.33,short,0.0,7.33
1128,3437,3437,18447,Spheres,"Action, Fantasy, Super Power",TV,26,7.33,short,569.0,7.3869
1129,3136,3136,20025,Itazura Tenshi Chippo-chan,"Comedy, Kids",TV,240,7.33,long,0.0,7.33
1130,3462,3462,19445,Tetsujin 28-gou Gao!,"Mecha, Slice of Life",TV,151,7.33,long,0.0,7.33
1131,3127,3127,20079,Ijiwaru Baasan,"Comedy, Slice of Life",TV,39,7.33,normal,0.0,7.33
1132,1090,1090,469,Karin,"Comedy, Romance, School, Shounen, Vampire",TV,24,7.33,short,343.0,7.3643
1133,1089,1089,24231,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,10,7.33,short,0.0,7.33
1134,1088,1088,29325,Ghost in the Shell: Arise - Alternative Architecture,"Mecha, Police, Psychological, Sci-Fi",TV,10,7.33,short,1.0,7.3301
1135,1087,1087,9379,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,short,15.0,7.3315
1136,3250,3250,6067,Moeru! Oniisan,"Action, Adventure, Comedy",TV,24,7.33,short,0.0,7.33
1137,1115,1115,30740,Young Black Jack,"Drama, Historical, Seinen",TV,12,7.32,short,9.0,7.3209
